filename,index,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13
157.in,157,1.00000000119649,-0.0231073987783187,0.107949698696149,0.364791941362572,0.0406618188479306,0.076846236531058,-1.32118057926035e-05,-0.276272540365516,0.0052405892601366,0.0838365509924456,0.446607690699055,0.362616501039686,0.255747869662547
160.in,160,1.00000000133635,-0.229940090867694,0.162167667319083,0.327754671017849,0.107471138112644,0.0007333725171349,-0.109287646954049,-0.349132331304153,0.0497799951356755,-0.0198348951189536,0.480029420073751,0.390676308603392,0.309015320141308
163.in,163,1.00000000134994,-0.0086385254237783,0.0718425085031588,0.128587539071885,0.147848117121903,0.105856952367613,0.0173213602301652,-0.326960105633619,0.0027230294974352,0.0986152591293869,0.263099131677894,0.21855755498421,0.254154354848847
179.in,179,1.00000000103743,-0.182725645020634,0.0469680587670293,0.16498945292003,0.205907066219714,-0.151565093740808,-0.0639136430892576,-0.383764026808491,0.0382435900047194,0.0192753250962639,0.399454138813433,0.331079483454599,0.287447937148012
181.in,181,1.00000000118826,-0.0187536687123827,0.124493897476353,0.17624518741737,0.123718763902406,0.185989238392658,0.0225598418565709,-0.324050198998009,0.0057492109999172,0.0983471278343498,0.308677046782363,0.251771459848752,0.274621277147276
190.in,190,1.00000000098571,-0.239138481082527,0.131321725964521,0.178537657872883,0.182621125143751,0.0271576065220706,-0.0833970391796924,-0.400512750825629,0.0513825279203145,-0.0131470654438647,0.378686547219618,0.311998073287814,0.307729570698887
196.in,196,1.00000000109175,-0.23105118246337,0.0771542751826216,0.222383234287454,0.155906110711689,-0.0541508209910692,-0.0899420417831956,-0.403554168502461,0.0517229624858162,-0.0112266779974177,0.411967787214992,0.363277826112368,0.289083956141616
204.in,204,1.00000000092239,-0.0590494942923025,0.0891052210571012,0.296711499020895,0.0396469345276139,0.21049254958634,-0.0066188321324543,-0.342151967869197,0.0140737352280746,0.0758884128229235,0.378408675721101,0.313274841657151,0.252707586801397
205.in,205,1.00000000129812,-0.006377082478879,0.118409654387537,0.280780490794094,0.0671206382907781,0.172586426497429,0.0254019112870741,-0.324086645686423,0.002075800128156,0.102567461678761,0.387122189673762,0.325980445045199,0.276745193032098
208.in,208,1.00000000141132,-0.213767023375138,0.190024585628766,0.21906940915937,0.148528722650958,0.102037198939298,-0.0894913668560811,-0.400135997668167,0.0479681914795395,-1.65540566899323e-05,0.410548882183165,0.361886989148274,0.345385291427093
209.in,209,1.00000000091223,-0.179453816536288,0.218550620779815,0.202317561068178,0.183429848401554,0.0812657208125877,-0.0588423201662219,-0.377016360414677,0.0388755010311072,0.0166682174092114,0.43722141502692,0.372733733241984,0.361654122139942
212.in,212,1.0000000014162,-0.153636783597822,0.0981181755844624,0.319821759774904,0.0620016713970372,0.0893469863227291,-0.0417431011050989,-0.371743650251253,0.0321422981151009,0.0317460626032235,0.442212864484702,0.364243793928683,0.272809612416235
220.in,220,1.00000000145826,-0.187385519633093,0.200845111519436,0.148205070764485,0.182918044129484,-0.0373071858292869,-0.19192278004567,-0.323260543177711,0.0401428221749721,-0.0157390264663684,0.312247835498392,0.257207409175046,0.384502769826294
222.in,222,1.00000000129073,-0.0233014700951794,0.0535436288269557,0.273969507054197,0.0414607720324155,-0.0065904925726253,-0.111608312498692,-0.266863160430923,0.0041083774488069,0.0640843837122,0.30725800704603,0.256753412899467,0.274874652071734
224.in,224,1.00000000143975,-0.114630983760899,0.0954725804093405,0.237347620275142,0.104319385387731,-0.0501402008545768,-0.15208586811192,-0.296976337792786,0.0248293702188045,0.0233197135730181,0.335300846466913,0.272605323320081,0.310131245864161
